COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code gթographique;Code de la zone gթographique;21172;Chivres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21173;Chorey-les-Beaune;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21175;Cirey-lՌs-Pontailler;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21176;Civry-en-Montagne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21177;Clamerey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21178;ValforՎt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21179;Clթnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21180;Clթry;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21181;Clomot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21183;Collonges-lՌs-PremiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21185;Combertault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21186;Comblanchien;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21187;Commarin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21189;Corberon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21190;Corcelles-les-Arts;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21191;Corcelles-lՌs-C��teaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21192;Corcelles-les-Monts;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21193;Corgengoux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21194;Corgoloin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21195;Cormot-Vauchignon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21196;Corpeau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21198;Corrombles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21199;Corsaint;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21200;Couchey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21201;Coulmier-le-Sec;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21202;Courban;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21203;Courcelles-Frթmoy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21205;Courcelles-lՌs-Semur;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21208;Courtivron;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21209;Couternon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21210;Crթancey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21211;Crթcey-sur-Tille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21212;Crթpand;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21213;Crimolois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21214;Crugey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21215;Cuiserey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21217;Curley;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21218;Curtil-Saint-Seine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21219;Curtil-Vergy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21220;Cussey-les-Forges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21222;Cussy-le-Chբtel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21223;Daix;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21225;Dampierre-et-Flթe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21226;Darcey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21227;Darois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21228;Dթtain-et-Bruant;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21230;Diթnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21231;Dijon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21232;Dompierre-en-Morvan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21233;Drambon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21236;�_baty;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21238;�_channay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21239;�_chenon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21240;�_chevannes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21241;�_chevronne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21242;�_chigey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21245;�_pagny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21246;�_pernay-sous-Gevrey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21247;�_poisses;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21249;Esbarres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21251;Essey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21253;�_talante;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21254;L'�_tang-Vergy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21255;�_taules;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21256;�_tevaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21258;�_trochey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21259;Fain-lՌs-Montbard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21260;Fain-lՌs-Moutiers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21261;Fauverney;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21263;Fթnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21265;Fixin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21266;Flacey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21267;Flagey-Echթzeaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21268;Flagey-lՌs-Auxonne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21269;Flammerans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21270;Flavignerot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21271;Flavigny-sur-Ozerain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21272;Le Val-Larrey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21273;Fleurey-sur-Ouche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21274;Foissy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21275;Foncegrive;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21276;Fontaines-en-Duesmois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21277;Fontaine-Fran�_aise;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21278;Fontaine-lՌs-Dijon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21280;Fontangy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21281;Fontenelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21284;Francheville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21285;Franxault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21287;Fresnes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21288;Fr��lois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21289;Fussey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21290;Gemeaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21291;Genay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21292;Genlis;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21293;Gergueil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21294;Gerland;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21295;Gevrey-Chambertin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21296;Gevrolles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21297;Gilly-lՌs-C��teaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21298;Gissey-le-Vieil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21299;Gissey-sous-Flavigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21300;Gissey-sur-Ouche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21301;Glanon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21302;Gommթville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21304;Grancey-le-Chբteau-Neuvelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21305;Grancey-sur-Ource;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21306;Grenant-lՌs-Sombernon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21307;Grթsigny-Sainte-Reine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21308;Grignon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21309;Griselles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21310;Grosbois-en-Montagne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21315;Hauteville-lՌs-Dijon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21316;Heuilley-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21317;Is-sur-Tille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21319;Izeure;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21320;Izier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21322;Jallanges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21323;Jancigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21325;Jouey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21327;Val-Mont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21330;Labergement-Foigney;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21331;Labergement-lՌs-Auxonne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21332;Labergement-lՌs-Seurre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21333;LabruyՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21334;Lacanche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21335;Lacour-d'Arcenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21336;Laignes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21337;Lamarche-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21338;Lamargelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21339;Lantenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21340;Lanthes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21341;Lantilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21342;LaperriՌre-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21344;Lechբtelet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21345;Lթry;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21346;Leuglay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21347;Levernois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21349;Liernais;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21351;Longchamp;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21352;Longeault-Pluvault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21353;Longecourt-en-Plaine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21355;Longvic;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21356;Losne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21357;Louesme;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21358;Lucenay-le-Duc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21361;Lux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21362;Maconge;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21363;Magnien;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21366;Magny-lՌs-Aubigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21367;Magny-Montarlot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21368;Magny-lՌs-Villers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21369;Magny-Saint-Mթdard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21370;Magny-sur-Tille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21371;Les Maillys;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21373;Mբlain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21374;Maligny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21375;Manlay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21376;Marandeuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21378;Marcenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21379;Marcheseuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21382;Marcilly-Ogny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21383;Marcilly-sur-Tille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21385;Marey-sur-Tille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21386;Marigny-le-CahouՉt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21387;Marigny-lՌs-Reullթe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21388;Marliens;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21389;Marmagne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21390;Marsannay-la-C��te;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21391;Marsannay-le-Bois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21393;Massingy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21394;Massingy-lՌs-Semur;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21397;Mavilly-Mandelot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21398;Maxilly-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21399;Meilly-sur-Rouvres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21401;Meloisey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21404;Mթnթtreux-le-Pitois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21405;Merceuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21406;Mesmont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21407;Messanges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21408;Messigny-et-Vantoux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21409;Meuilley;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21411;Meursanges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21412;Meursault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21413;Millery;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21414;Mimeure;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21415;Minot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21416;Mirebeau-sur-BՌze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21417;Missery;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21419;Molesme;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21420;Molinot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21421;Moloy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21422;Molphey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21423;Montagny-lՌs-Beaune;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21424;Montagny-lՌs-Seurre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21425;Montbard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21426;Montberthault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21427;Montceau-et-�_charnant;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21428;Monthelie;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21429;Montigny-Montfort;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21431;Montigny-sur-Arman�_on;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21432;Montigny-sur-Aube;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21434;Montlay-en-Auxois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21435;Montliot-et-Courcelles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21436;Montmain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21437;Montman�_on;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21439;Montoillot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21440;Montot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21441;Mont-Saint-Jean;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21442;Morey-Saint-Denis;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21445;La Motte-Ternant;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21446;Moutiers-Saint-Jean;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21449;Nan-sous-Thil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21450;Nantoux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21452;Neuilly-lՌs-Dijon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21454;Nicey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21455;Nod-sur-Seine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21456;Nogent-lՌs-Montbard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21458;Noiron-sous-Gevrey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21459;Noiron-sur-BՌze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21461;Nolay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21462;Norges-la-Ville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21464;Nuits-Saint-Georges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21467;Oisilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21469;Orgeux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21472;Orville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21473;Ouges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21474;Pagny-la-Ville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21475;Pagny-le-Chբteau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21476;Painblanc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21478;Pasques;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21480;Pernand-Vergelesses;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21481;Perrigny-lՌs-Dijon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21482;Perrigny-sur-l'Ognon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21483;Pichanges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21485;PlombiՌres-lՌs-Dijon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21487;Pluvet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21488;Poin�_on-lՌs-Larrey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21490;Poiseul-la-Ville-et-LaperriՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21492;Pommard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21493;Poncey-lՌs-Athթe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21495;Pont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21496;Pontailler-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21497;Pont-et-MassՌne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21499;PothiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21500;Pouillenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21501;Pouilly-en-Auxois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21502;Pouilly-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21503;Pouilly-sur-Vingeanne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21505;Prթcy-sous-Thil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21506;Premeaux-Prissey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21507;PremiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21508;Prenois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21510;Prusly-sur-Ource;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21511;Puits;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21512;Puligny-Montrachet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21514;Quemigny-sur-Seine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21515;Quetigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21517;Quincey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21518;Quincy-le-Vicomte;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21519;Recey-sur-Ource;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21520;Remilly-en-Montagne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21521;Remilly-sur-Tille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21522;RenՌve;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21523;Reulle-Vergy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21525;La Roche-en-Brenil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21527;La Rochepot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21528;La Roche-Vanneau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21530;Rougemont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21531;Rouvray;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21532;Rouvres-en-Plaine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21534;Ruffey-lՌs-Beaune;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21535;Ruffey-lՌs-Echirey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21536;Sacquenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21537;Saffres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21538;Saint-Andeux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21540;Saint-Apollinaire;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21541;Saint-Aubin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21542;Saint-Bernard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21543;Saint-Broing-les-Moines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21545;Sainte-Colombe-sur-Seine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21546;Saint-Didier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21547;Saint-Euphr��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21548;Saint-Germain-de-Modթon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21550;Saint-Germain-lՌs-Senailly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21553;Saint-Jean-de-Boeuf;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21554;Saint-Jean-de-Losne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21555;Saint-Julien;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21556;Saint-Lթger-Triey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21557;Saint-Marc-sur-Seine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21558;Sainte-Marie-la-Blanche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21559;Sainte-Marie-sur-Ouche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21560;Saint-Martin-de-la-Mer;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21561;Saint-Martin-du-Mont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21562;Saint-Maurice-sur-Vingeanne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21563;Saint-Mesmin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21564;Saint-Nicolas-lՌs-C��teaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21565;Saint-Philibert;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21566;Saint-Pierre-en-Vaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21567;Saint-Prix-lՌs-Arnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21568;Saint-Rթmy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21569;Saint-Romain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21570;Sainte-Sabine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21571;Saint-Sauveur;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21572;Saint-Seine-en-Bբche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21573;Saint-Seine-l'Abbaye;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21574;Saint-Seine-sur-Vingeanne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21575;Saint-Symphorien-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21576;Saint-Thibault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21577;Saint-Usage;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21578;Saint-Victor-sur-Ouche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21579;Salives;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21580;Salmaise;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21581;Samerey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21582;Santenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21584;Saulieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21585;Saulon-la-Chapelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21586;Saulon-la-Rue;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;21587;Saulx-le-Duc;CHAR;5
